Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
ORPN,Bioblast Pharma Ltd.,2.57,8589608.2,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orpn
BIOC,"Biocept, Inc.",1.26,38119716.18,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/bioc
BCRX,"BioCryst Pharmaceuticals, Inc.",5.05,496570428.9,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
BDSI,"BioDelivery Sciences International, Inc.",2.9,160880318.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
BIIB,Biogen Inc.,337.64,71387814719,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib
BKYI,"BIO-key International, Inc.",2.5072,16292883.75,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bkyi
BIOL,"Biolase, Inc.",0.7,53183745.3,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol
BLFS,"BioLife Solutions, Inc.",5.54,73283374.84,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/blfs
BOLT,BioLight Life Sciences Ltd.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bolt
BLRX,BioLineRx Ltd.,1.16,80720462.96,69586606,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx
BMRN,BioMarin Pharmaceutical Inc.,95.12,16671522694,n/a,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn
BMRA,"Biomerica, Inc.",2.81,23927636.13,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bmra
BVXV,BiondVax Pharmaceuticals Ltd.,7.41,10244821.47,1382567,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bvxv
BVXVW,BiondVax Pharmaceuticals Ltd.,1.61,0,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bvxvw
BPTH,"Bio-Path Holdings, Inc.",0.46,46026214.48,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bpth
BIOP,"Bioptix, Inc",7.9,42690960.1,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/biop
BIOS,"BioScrip, Inc.",2.61,332710339.9,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bios
BSTC,BioSpecifics Technologies Corp,47.54,340587636.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bstc
BSPM,"Biostar Pharmaceuticals, Inc.",1.91,5085665.32,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bspm
TECH,Bio-Techne Corp,121.65,4548883145,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tech
BEAT,"BioTelemetry, Inc.",30.85,998308961.6,n/a,2008,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/beat
BIVV,Bioverativ Inc.,58.66,6345958642,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bivv
BCAC,Bison Capital Acquisition Corp.,9.86,78672318.82,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/bcac
BCACR,Bison Capital Acquisition Corp.,0.33,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/bcacr
BCACU,Bison Capital Acquisition Corp.,10.2899,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/bcacu
BCACW,Bison Capital Acquisition Corp.,0.3413,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/bcacw
BJRI,"BJ&#39;s Restaurants, Inc.",30.05,644459902.7,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bjri
BBOX,Black Box Corporation,3.4,51468207.2,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bbox
BRACU,Black Ridge Acquisition Corp.,10.13,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/bracu
BLKB,"Blackbaud, Inc.",90.71,4359619025,n/a,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blkb
BBRY,BlackBerry Limited,11.57,6136859528,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bbry
HAWK,"Blackhawk Network Holdings, Inc.",34.85,1974426750,n/a,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hawk
BL,"BlackLine, Inc.",33.63,1764570573,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bl
BKCC,BlackRock Capital Investment Corporation,7.39,539856208.8,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/bkcc
ADRA,BLDRS Asia 50 ADR Index Fund,33.7,23590000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adra
ADRD,BLDRS Developed Markets 100 ADR Index Fund,23.05,64540000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adrd
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,43.455,160783500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adre
ADRU,BLDRS Europe 100 ADR Index Fund,22.6963,14752595,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adru
BLMN,"Bloomin&#39; Brands, Inc.",17.63,1646755943,n/a,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/blmn
BCOR,"Blucora, Inc.",25.2,1132268684,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/bcor
BLBD,Blue Bird Corporation,20.8,504065619.2,n/a,2014,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/blbd
BUFF,"Blue Buffalo Pet Products, Inc.",29.02,5720534678,n/a,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/buff
BHBK,"Blue Hills Bancorp, Inc.",20.05,538624964.4,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bhbk
BLUE,"bluebird bio, Inc.",131.7,6004122005,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/blue
BKEP,"Blueknight Energy Partners L.P., L.L.C.",5.75,219557856.3,n/a,2011,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkep
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",7.73,233126124.9,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkepp
BPMC,Blueprint Medicines Corporation,62.91,2461186976,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bpmc
BMCH,"BMC Stock Holdings, Inc.",20.35,1362607184,n/a,2013,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bmch
BOBE,"Bob Evans Farms, Inc.",77.27,1541352829,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bobe
BOFI,"BofI Holding, Inc.",27.42,1745425282,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bofi
BOFIL,"BofI Holding, Inc.",25.69,0,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bofil
WIFI,"Boingo Wireless, Inc.",22.17,889218591.8,n/a,2011,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/wifi
BOJA,"Bojangles&#39;, Inc.",12.05,445841131.2,n/a,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/boja
BOKF,BOK Financial Corporation,88.55,5792622486,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bokf
BOKFL,BOK Financial Corporation,25.36,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bokfl
BNSO,"Bonso Electronics International, Inc.",2.49,12358358.04,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bnso
BRQS,"Borqs Technologies, Inc. ",5.75,40625929.25,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/brqs
BRQSW,"Borqs Technologies, Inc. ",0.2642,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/brqsw
BOMN,Boston Omaha Corporation,16.26,233537778.4,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/bomn
BPFH,"Boston Private Financial Holdings, Inc.",16.45,1383159000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfh
BPFHP,"Boston Private Financial Holdings, Inc.",25.65,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhp
BPFHW,"Boston Private Financial Holdings, Inc.",10,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhw
EPAY,"Bottomline Technologies, Inc.",33.11,1337135331,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/epay
BLVD,Boulevard Acquisition Corp. II,9.99,462037500,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/blvd
BLVDU,Boulevard Acquisition Corp. II,11,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/blvdu
BLVDW,Boulevard Acquisition Corp. II,0.78,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/blvdw
BOXL,Boxlight Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/boxl
BBRX,"Braeburn Pharmaceuticals, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbrx
BCLI,Brainstorm Cell Therapeutics Inc.,4.04,76124613.04,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcli
BBRG,"Bravo Brio Restaurant Group, Inc.",2.25,34192113.75,n/a,2010,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bbrg
BDGE,"Bridge Bancorp, Inc.",34.65,683028423,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bdge
BLIN          ,"Bridgeline Digital, Inc.",2.9768,12505084.33,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blin
BRID,Bridgford Foods Corporation,12.55,113914241.6,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/brid
BCOV,Brightcove Inc.,7.15,245567650.9,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/bcov
BHF,"Brighthouse Financial, Inc.",60.4,7234295602,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/bhf
AVGO,Broadcom Limited,247.96,1.01163E+11,n/a,2009,Technology,Semiconductors,http://www.nasdaq.com/symbol/avgo
BSFT,"BroadSoft, Inc.",53.15,1648383151,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bsft
BVSN,"BroadVision, Inc.",4.15,20606044.8,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bvsn
BYFC,Broadway Financial Corporation,2.48,68079023.12,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/byfc
BWEN,"Broadwind Energy, Inc.",3.16,47514243.48,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/bwen
BRCD,"Brocade Communications Systems, Inc.",12.04,4982346253,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/brcd
BRKL,"Brookline Bancorp, Inc.",16,1226416624,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/brkl
BRKS,"Brooks Automation, Inc.",31.68,2209974624,n/a,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/brks
BRKR,Bruker Corporation,30.89,4891503041,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/brkr
BMTC,Bryn Mawr Bank Corporation,44.5,756548905.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmtc
BLMT,"BSB Bancorp, Inc.",31,300596460,n/a,2011,Finance,Major Banks,http://www.nasdaq.com/symbol/blmt
BSQR,BSQUARE Corporation,5.1,64285933.5,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/bsqr
BWLD,"Buffalo Wild Wings, Inc.",102.35,1586474333,n/a,2003,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bwld
BLDR,"Builders FirstSource, Inc.",17.39,1958857475,n/a,2005,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bldr
BMLA,BullMark LatAm Select Leaders ETF,34.4334,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bmla
BUR,Burcon NutraScience Corp,0.5649,21368571.16,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bur
CFFI,C&F Financial Corporation,58.65,204525629,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cffi
CHRW,"C.H. Robinson Worldwide, Inc.",77.26,10841580193,n/a,1997,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/chrw
CA,CA Inc.,33.88,14272630988,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ca
CCMP,Cabot Microelectronics Corporation,83.09,2102683600,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/ccmp
CDNS,"Cadence Design Systems, Inc.",42,11768442000,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cdns
CDZI,"Cadiz, Inc.",12.7,286135775.2,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cdzi
CZR,Caesars Entertainment Corporation,12.15,4556208982,n/a,2012,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/czr
CSTE,Caesarstone Ltd.,29.15,1000473853,n/a,2012,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cste
PRSS,CafePress Inc.,2.0999,35298243.85,n/a,2012,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/prss
CLBS,"Caladrius Biosciences, Inc.",3.67,34597093.67,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/clbs
CHY,Calamos Convertible and High Income Fund,11.89,862465060.8,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/chy
CHI,Calamos Convertible Opportunities and Income Fund,11.64,815071468.1,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/chi
CCD,Calamos Dynamic Convertible & Income Fund,20.63,503056196,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ccd
CHW,Calamos Global Dynamic Income Fund,9.16,540504046.7,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/chw
CGO,Calamos Global Total Return Fund,13.56,114785413.6,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/cgo
CSQ,Calamos Strategic Total Return Fund,12.3,1900522200,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/csq
CAMP,CalAmp Corp.,23.53,837700000.8,n/a,1983,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/camp
CVGW,"Calavo Growers, Inc.",70.8,1241349073,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/cvgw
CFNB,California First National Bancorp,18.1,186142915.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfnb
CALA,"Calithera Biosciences, Inc.",17.05,604877411.1,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cala
CALD,"Callidus Software, Inc.",25.4,1718123716,n/a,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/cald
CALM,"Cal-Maine Foods, Inc.",41.3,2006041276,n/a,1996,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/calm
CLMT,"Calumet Specialty Products Partners, L.P.",7.9,606164677.4,n/a,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/clmt
CLXT,"Calyxt, Inc.",27.83,769499500,n/a,2017,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/clxt
ABCD,"Cambium Learning Group, Inc.",6.39,296305578,n/a,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/abcd
CAC,Camden National Corporation,43.48,674501500.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cac
CAMT,Camtek Ltd.,5.67,200706609,n/a,2000,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/camt
CSIQ,Canadian Solar Inc.,16.26,940359263,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/csiq
CGIX,"Cancer Genetics, Inc.",2.75,64802542.75,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/cgix
CPHC,Canterbury Park Holding Corporation,12.1,53087745.7,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/cphc
CPLA,Capella Education Company,68.7,801860423.1,n/a,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cpla
CBF,Capital Bank Financial Corp.,40.8,2121673236,n/a,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/cbf
CCBG,Capital City Bank Group,24.53,416127288,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccbg
CPLP,Capital Product Partners L.P.,3.56,444677948.2,n/a,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cplp
CSWC,Capital Southwest Corporation,17.57,281283330.7,n/a,n/a,Consumer Non-Durables,Textiles,http://www.nasdaq.com/symbol/cswc
CPTA,Capitala Finance Corp.,9.17,145879881.3,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/cpta
CPTAG,Capitala Finance Corp.,25.0395,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cptag
CPTAL,Capitala Finance Corp.,25.4181,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cptal
CFFN,"Capitol Federal Financial, Inc.",14.86,2053842728,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cffn
CAPR,"Capricor Therapeutics, Inc.",2.46,57800772.54,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/capr
CSTR,"CapStar Financial Holdings, Inc.",19.42,218312241,n/a,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/cstr
CPST,Capstone Turbine Corporation,1.07,45599055.8,n/a,2000,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cpst
CARA,"Cara Therapeutics, Inc.",12.46,405965303.1,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cara
CARB,"Carbonite, Inc.",22.8,633818431.2,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/carb
CRME,Cardiome Pharma Corporation,1.98,67001263.56,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crme
CSII,"Cardiovascular Systems, Inc.",27.75,918114355.5,n/a,1981,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/csii
CATM,Cardtronics plc,24.18,1103911810,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/catm
CDNA,"CareDx, Inc.",5.52,152112647.3,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/cdna
CECO,Career Education Corporation,10.54,728069682.8,n/a,1998,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ceco
CTRE,"CareTrust REIT, Inc.",19.04,1445174347,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctre
CARG,"CarGurus, Inc.",28.53,0,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/carg
CARO,Carolina Financial Corporation,35.57,576132696.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/caro
CART,"Carolina Trust BancShares, Inc.",8.2,38170016,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cart
CRZO,"Carrizo Oil & Gas, Inc.",16.24,1322615839,n/a,1997,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crzo
TAST,"Carrols Restaurant Group, Inc.",11.25,406785498.8,n/a,2006,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/tast
CRTN,"Cartesian, Inc.",0.57,5122027.98,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/crtn
CARV,"Carver Bancorp, Inc.",2.3013,8505805.013,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/carv
CASM,"CAS Medical Systems, Inc.",0.87,24565056.39,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/casm
CASC,"Cascadian Therapeutics, Inc.",4.35,219906402.6,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/casc
CWST,"Casella Waste Systems, Inc.",17.94,754128800.1,n/a,1997,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/cwst
CASY,"Caseys General Stores, Inc.",114.4,4335425723,n/a,1983,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/casy
CASI,"CASI Pharmaceuticals, Inc.",2.72,163734681.3,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/casi
CASS,"Cass Information Systems, Inc",66.12,740795322.1,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cass
CATB,"Catabasis Pharmaceuticals, Inc.",2.41,54180981.35,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/catb
CBIO,"Catalyst Biosciences, Inc. ",4.96,21380382.56,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbio
CPRX,"Catalyst Pharmaceuticals, Inc.",2.51,212232997.3,n/a,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cprx
CATS,"Catasys, Inc.",4.04,64192250.84,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cats
CATY,Cathay General Bancorp,40.28,3254163720,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/caty
CATYW,Cathay General Bancorp,20.3312,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/catyw
CVCO,"Cavco Industries, Inc.",152.25,1373210501,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/cvco
CAVM,"Cavium, Inc.",68.34,4699052523,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/cavm
CBFV,"CB Financial Services, Inc.",28.8,117735120,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbfv
CBAK,"CBAK Energy Technology, Inc.",1.8,47201970.6,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cbak
CBOE,"CBOE Holdings, Inc.",110.5,12461896733,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cboe
CDK,"CDK Global, Inc.",64.91,9069824968,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cdk
CDW,CDW Corporation,68.08,10542770084,n/a,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/cdw
CECE,CECO Environmental Corp.,8.63,298944831.1,n/a,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/cece
CELC,Celcuity Inc.,15.3,148747365,n/a,2017,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/celc
CELG,Celgene Corporation,136.46,1.0676E+11,n/a,1987,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celg
CELGZ,Celgene Corporation,1.54,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celgz
CLDX,"Celldex Therapeutics, Inc.",3.07,394009280,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/cldx
APOP,Cellect Biotechnology Ltd.,8.09,16013127.57,1979373,2016,n/a,n/a,http://www.nasdaq.com/symbol/apop
APOPW,Cellect Biotechnology Ltd.,2.58,0,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/apopw
CLRB,"Cellectar Biosciences, Inc.",1.79,24920684.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrb
CLRBW,"Cellectar Biosciences, Inc.",0.16,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrbw
CLRBZ,"Cellectar Biosciences, Inc.",0.7,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrbz
CLLS,Cellectis S.A.,28.23,229504056.4,8129793,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/clls
CBMG,"Cellular Biomedicine Group, Inc.",9.8,138266132.2,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cbmg
CLSN,Celsion Corporation,4.15,34657986.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clsn
CELH,"Celsius Holdings, Inc.",5.65,256172299.5,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/celh
CYAD,Celyad SA,60.11,32504422.39,540749,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyad
CEMP,"Cempra, Inc.",3.1,162778771.1,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cemp
CETX,Cemtrex Inc.,2.83,29003348.39,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cetx
CETXP,Cemtrex Inc.,7.0225,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cetxp
CETXW,Cemtrex Inc.,0.37,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cetxw
CDEV,"Centennial Resource Development, Inc.",18.68,5152443877,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cdev
CSFL,CenterState Bank Corporation,27.02,1622032000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/csfl
CETV,Central European Media Enterprises Ltd.,4.8,695259240,n/a,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cetv
CFBK,Central Federal Corporation,2.46,40069899.42,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cfbk
CENT,Central Garden & Pet Company,40.29,2086000931,n/a,1993,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/cent
CENTA,Central Garden & Pet Company,38.69,2003161479,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/centa
CVCY,Central Valley Community Bancorp,21.74,293308905.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvcy
CENX,Century Aluminum Company,15.35,1340319588,n/a,1996,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/cenx
CNBKA,"Century Bancorp, Inc.",85.6,476613010.4,n/a,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/cnbka
CNTY,"Century Casinos, Inc.",8.06,197217061.1,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cnty
